year,region,quintil,porc_de_hogares_con_hacinamiento,porc_de_hogares_con_materialidad_aceptable,porc_de_hogares_con_saneamiento_aceptable,porc_de_hogares_con_energia_electricidad,porc_de_hogares_con_sistema_eliminacion_de_excretas,porc_de_hogares_con_agua_dentro_de_la_vivienda,porc_de_hogares_propietarios,porc_de_hogares_biparental,tasa_neta_de_educ_pre_escolar,tasa_neta_de_educ_basica,tasa_neta_de_educ_media,tasa_bruta_de_educ_pre_escolar,tasa_bruta_de_educ_basica,tasa_bruta_de_educ_media,prom_de_escolaridad,tasa_de_analfabetismo,porc_de_asistencia_a_establecimiento_municipal,porc_de_asistencia_a_establecimiento_educal,tasa_de_participacion,tasa_de_desocupacion,tasa_de_ocupacion,tasa_de_inactividad,porc_trabajadores_con_contrato_trabajo,porc_de_trabajadores_cotizando,porc_de_trabajadores_asalariados,porc_pob_de_0_a_4_agnos,porc_de_pob_menor_de_18_agnos,porc_pob_joven,porc_pob_adulto_mayor,prom_de_personas_por_hogar,porc_de_pob_en_sistema_publico_de_salud,porc_de_mujeres_que_se_han_realizado_el_pap,porc_de_menores_de_6_agnos_con_sobrepeso_u_obeso,porc_pob_con_telefono_movil,porc_hogares_con_internet,porc_hogares_con_computador,porc_pob_que_pertenece_a_etnia,porc_pob_accede_a_computador,porc_pob_accede_a_internet,porc_de_pob_con_discapacidad,prom_de_ingreso_autonomo_del_hogar,prom_ingreso_monetario_del_hogar,prom_de_ingreso_ocupacion_principal_de_los_ocupados
1992,II,II,36.88,34.72,76.33,98.36,81.24,81.04,52.8,54.54,15.82,89.75,59.07,23.06,109.82,85.39,8.81,3.33,80.24,29.6,49.08,6.68,45.8,50.92,86.3,61.98004826,84.59442769,13.93227893,41.24463286,22.09576607,6.239469536,4.561207794,70.39924579,60.78412638,3.434466019,,,,,,,,112283.0443,114422.6098,66823.86081
1994,II,II,23.75,53.8,86.19,98.19,87.32,91.15,61.79,52.09,19.17,89.16,52.75,27.16,108.76,70.61,8.73,3.4,78.55,26.82,55.15,8.57,50.42,44.85,75.82,70.04944451,74.43822013,11.56736958,36.90929878,22.56415142,7.962821816,4.500643194,69.46343049,44.89460006,9.092039801,,,,,,,,152291.7332,154070.5685,83369.91344
1996,II,II,29.31,72.54,96.29,99.51,96.29,96.52,66.13,58.1,22,89.56,63.17,34.92,100.95,79.76,9.54,0.17,69.98,28.72,48.24,6,45.35,51.76,79.62,65.8501115,85.14595989,8.537397968,34.83154256,21.83387473,10.62489589,4.319870469,68.91976614,57.5084731,5.017921147,,,,4.200504469,,,0.775657195,240632.2474,242873.959,135734.0302
1998,II,II,24.84,61.58,96.03,99.74,96.03,96.19,57.59,56.04,26.02,90.51,54.88,36.35,100.38,93.06,9.94,1.55,78.34,33.46,47.53,8.47,43.51,52.47,86.16,72.50968547,83.20058281,11.69965896,40.21928053,22.25875854,5.43691692,4.506880637,64.27287339,56.70121644,8.06755636,,,,,,,,258278.598,262464.6272,168805.5961
2000,II,II,17.92,83.78,97.82,99.75,97.82,98.45,63.6,47.73,20.04,89.63,59.88,33.28,106.21,95.52,10.28,1.46,66.45,32.29,47.81,13.46,41.38,52.19,80.05,73.96413292,82.365775,8.861362967,34.7970806,23.70455767,7.921744708,4.818561524,63.82301572,48.64158071,5.562239704,16.02497576,5.458309076,8.973413546,2.227828449,23.19446533,56.56205421,4.751924445,327574.2496,331452.029,189532.1126
2003,II,II,17.16,69.62,95.9,99.73,95.9,97.71,62.14,41.06,26.26,96.97,65.06,28.33,114.19,104.89,10.03,1.73,71.81,31.89,54.18,10.93,48.26,45.82,85.85,63.16412132,77.76821192,10.71598084,35.81874356,21.7131599,7.437424439,4.655229916,78.56120187,46.12585677,7.045538235,31.58146856,4.465844235,14.71943829,3.703885304,37.49066293,49.2217172,6.398689862,317864.5407,323647.0042,181182.4607
2006,II,II,17.46,61.64,98.56,99.79,98.56,98.71,62.66,44.66,40.92,94.63,75.42,48.85,107.71,120.68,10.09,1.51,70.11,33.13,57.87,5.32,54.79,42.13,81.66,73.36278001,87.64905049,8.825297152,31.51468939,21.70172684,12.29154519,4.434874284,82.98552432,42.67241379,14.06956522,50.69237064,22.77867372,38.3890375,7.073672419,44.26797606,82.6993865,8.914275781,394106.7992,401980.3786,176582.245
2009,II,II,17.78,75.2,99.3,99.94,99.3,99.37,64.08,26.93,29.97,95.88,78.31,34.64,106.48,92.88,9.57,1.22,70.31,31.45,48.04,5.26,45.51,51.96,82,68.61895593,84.37464175,10.9244921,36.24139231,15.32683545,15.86470931,4.619060806,84.29608447,51.24884899,15.46017015,60.13441634,30.38275407,51.27364716,7.446106467,49.36530324,88.04155844,7.020457545,499089.4459,514696.1387,265052.3779
1990,II,III,23.73,56.19,68.84,97.57,81.62,77.73,59.99,41.51,8.18,87.8,79.28,11.21,98.3,116.87,9.4,2.27,64.97,24.8,49.79,6.53,46.54,50.21,87.98,,79.18248292,10.36875341,31.15693459,27.5005847,9.309789247,3.958136186,68.5945491,38.84376168,5.109106169,,,,,,,,114186.4285,115280.4877,62069.12618
1992,II,III,20.19,52.22,82.26,98.89,83.87,86.94,57.77,45.12,14.94,85.97,63.72,22.37,95.51,116.01,9.45,2.63,80.53,23.37,55.29,7.65,51.06,44.71,86.25,68.49892312,80.53209581,10.90671398,31.90190494,26.93178635,8.632925577,4.221751343,60.98299359,56.52220843,2.418986764,,,,,,,,164220.5571,166320.8243,85220.0138
1994,II,III,16.9,69.87,95.08,99.58,95.21,96.62,54.52,51.61,30.21,89.53,65.16,40.4,98.95,96.87,9.66,1.87,54.93,29.48,55.14,5.04,52.36,44.86,82.15,76.53016974,80.91109839,10.9041121,33.67362138,23.52112192,10.21895301,4.150608712,60.81026797,50.59424548,13.38697879,,,,,,,,212426.985,213707.1021,111093.5966
1996,II,III,19.76,75.26,94.14,99.73,94.14,98.18,65.92,61.02,20.93,97.87,88.99,23.34,102.68,123.75,10.33,0.95,63.6,28.25,48.5,3.08,47,51.5,89.27,74.11579933,87.24882738,9.15236272,30.08101063,23.82188477,11.064603,4.185279073,44.22345687,61.80120218,9.808508795,,,,1.905025111,,,1.514299601,360723.062,363393.8527,197072.3879
1998,II,III,23.85,76.19,96.68,99.55,96.68,96.92,60.35,53.77,27.8,95.11,68.91,33.95,104.93,80.48,9.89,1.27,70.85,32.83,51.95,2.7,50.55,48.05,86.72,70.50651311,83.54576522,10.69273056,39.25729443,18.05155115,10.64563872,4.374322109,49.10808678,59.51881759,8.824157064,,,,,,,,378938.9291,382836.6907,200346.4852
2000,II,III,4.53,90.28,99.22,99.61,99.22,99.28,65,50.85,32.42,90.84,73.72,41.88,99.82,122.94,10.74,0.96,46.78,28.06,51.07,6.95,47.52,48.93,90.82,80.62463496,83.06438104,9.539502885,29.32312472,25.38726143,11.88859299,3.761739784,55.27339857,50.65724318,10.18789864,17.73086661,5.831116042,14.27098049,0.428146749,32.92959076,65.2952537,3.607179692,404210.368,405926.4193,221961.7615
2003,II,III,14.9,79.88,96.46,99.3,96.46,97.23,68.01,47.53,28.72,99.56,65.56,29.15,122.85,75.57,10.96,0.23,44.33,29.21,54.2,5.69,51.11,45.8,78.02,66.26470516,80.14770309,6.87017681,27.63211878,22.77327342,12.1969327,4.298731838,69.21597497,43.57131485,12.11009174,37.72329837,12.9207693,37.46388148,3.19131315,52.8041849,42.4214136,5.600441704,458672.5009,462008.8671,220540.0791
2006,II,III,14.32,78.24,99.72,99.92,99.72,99.83,67.14,43.61,39.78,93.11,70.3,45.56,105.02,102.49,9.95,2.49,63.36,29.34,60.2,5.79,56.71,39.8,79.67,67.1627719,83.50754936,7.478951886,29.67567098,20.32674003,12.55943139,4.14764,76.79599905,44.13986211,11.98770492,57.57957769,17.7648843,35.9642845,5.506424019,44.64533553,85.58225508,7.812766247,555727.4702,560540.1954,237301.987
2009,II,III,14.05,79.72,99.09,99.93,99.09,99.32,70.49,46.73,28.24,95.53,71.84,36.34,103.07,95.29,10.57,1.36,66.09,31.51,59.63,4.03,57.23,40.37,92.17,76.79121067,84.51108342,8.835358696,34.30660084,18.55019678,9.267762204,4.583046557,80.79484334,57.9597239,9.922647405,68.97776814,43.68345306,63.3752485,4.416948202,49.98996269,92.16101695,6.598895001,697278.2636,710592.2172,309632.4374
1990,II,IV,10.73,65.42,77.57,98.74,83.78,86.77,58.81,54.76,11.36,93.6,75.74,18.03,107.73,89.41,10.22,1.67,70.48,24.87,53.78,4.09,51.58,46.22,92.35,,79.52598602,9.697233779,30.49730125,24.56848083,8.465928258,3.633132469,45.95567151,37.38254639,1.626755582,,,,,,,,175337.7868,176363.5327,95131.17513
1992,II,IV,13.45,59.73,86.97,99.14,88.37,89.54,63.39,44.23,14.92,87.38,60.55,29.53,104.05,95.61,9.86,1.7,64.7,25.75,55.96,5.23,53.03,44.04,92.5,73.00489396,79.90437683,10.17493934,31.01393671,25.43798356,9.347884085,3.874815398,43.94345712,59.26188568,3.43822258,,,,,,,,236280.5459,237436.9355,120523.1324
1994,II,IV,8.91,76.96,94.89,99.4,94.95,96.83,67.03,51.32,33.42,90.38,74.29,44.07,99.88,121.31,9.99,2.05,53.77,27.16,55.77,2.9,54.15,44.23,86.8,80.66156986,77.29142266,8.057809331,28.17444219,22.49112576,12.34279919,3.752081054,50.11777142,52.31875412,13.11436392,,,,,,,,313254.9349,315136.1311,154140.8178
1996,II,IV,8.76,83.55,99.05,99.85,99.05,99.05,67.54,67.57,17.78,92.91,66.38,25.67,115.46,113.18,10.6,1.69,46.18,28.05,51.34,4.36,49.1,48.66,92.12,79.77838466,80.27241771,8.936766509,29.20184504,20.83493899,7.862439423,3.817707637,35.08229481,60.41228779,5.635966686,,,,1.640388973,,,1.350075529,510815.7299,512288.2224,281958.1279
1998,II,IV,7.43,87.79,94.55,99.76,94.55,94.77,62.38,58.15,32.7,92.41,74.54,37.42,101.49,87.75,10.89,0.37,44.48,29.53,57.12,2.32,55.79,42.88,90.18,70.10420819,74.53167655,5.665566557,29.85244177,20.94035491,7.938728655,3.569422511,43.21504513,59.15770377,11.3209403,,,,,,,,521483.7305,524022.3524,284178.9008
2000,II,IV,3.84,93.79,99.29,99.5,99.29,99.3,70.87,56.8,48.77,95.1,83.24,53.54,101.91,103.75,11.39,0.38,43.28,28.41,53.77,10.67,48.03,46.23,93.04,77.7493921,79.49446317,7.525271434,27.77645417,19.07014737,11.98280068,3.683214241,41.84781647,49.1107412,10.76391678,28.13119639,15.20597131,33.17385075,3.453490634,42.94658385,50.80874696,4.593452076,643980.5349,645892.9901,343226.4066
2003,II,IV,7.71,85.88,97.61,99.76,97.61,99.53,65.7,52.13,40.36,89.36,84.57,41.52,92.53,119.04,11.43,0.14,49.94,27.17,60.49,9.38,54.81,39.51,92.62,72.66786628,79.68286257,7.569842625,26.2128421,23.03586678,10.07380749,4.104143197,52.12614886,48.50918735,12.41192014,46.55315615,17.34582808,38.64984682,5.682465309,60.7397223,51.73453005,3.432690575,651219.8626,653858.5525,312707.8372
2006,II,IV,3.57,86.13,98.48,99.92,98.48,98.73,62.79,56.04,32.43,93.89,46.16,37.33,117.59,66.02,11.27,0.82,40.98,26.66,63.85,3.34,61.72,36.15,85.43,70.33990255,78.20363859,6.170423092,22.69177541,27.23606168,10.1977066,3.991634771,59.50762501,46.59206699,3.104973373,69.10299788,43.73817827,58.29368129,10.98164677,56.15016296,88.17198137,7.945679158,839473.0564,843231.4449,333885.1753
2009,II,IV,10.36,85.58,99.41,99.86,99.41,99.55,70.43,48.67,27.94,98.11,61,30.17,114.44,78.25,11.15,2.37,41.92,23.67,60.38,5.12,57.29,39.62,88.57,74.33025548,84.37303554,8.340665957,25.96952716,20.40198212,12.87083777,4.274148852,64.15201135,57.07015478,18.05934242,75.56603194,60.91614981,77.02211451,3.809053078,63.52772467,91.6450687,6.354533714,1019367.747,1033582.822,434421.7704
1990,II,V,4.05,89.21,93.02,99.83,94.92,96.75,55.72,64.48,23.13,90.36,85.09,33.89,96.28,105.7,12.37,0.76,24.54,25.64,63.82,1.19,63.06,36.18,91.64,,76.27587256,8.646524196,29.74084991,20.20388111,8.281134856,3.34202155,30.92322104,51.79951133,7.264814195,,,,,,,,460097.409,460809.053,223857.9789
1992,II,V,6.04,72.1,92.98,98.9,95.79,94.59,58.89,63.09,31.35,86.9,70.43,46.38,106.15,100.59,11.54,0.65,40.49,24.81,61.73,2.19,60.37,38.27,91.62,74.41530372,69.43653409,7.704567116,25.52772613,20.47780503,7.160825612,3.1663286,29.26078346,65.11771485,8.542621448,,,,,,,,470889.9325,471157.1689,250725.2662
1994,II,V,1.81,82.74,94.85,99.39,95.41,96.58,46.24,57.84,46.76,96.3,81.97,51.52,102.78,108.99,12.39,0.96,23.96,28.92,64.61,1.04,63.94,35.39,88.68,82.44935779,79.74490419,8.403869407,30.55169287,17.86426844,7.832527207,3.138668817,26.5197732,58.15714468,6.550404083,,,,,,,,783061.1194,783290.3167,416123.4789
1996,II,V,4.13,87.4,97.04,99.68,97.04,98.93,55.46,58.6,58.48,92.79,83.53,68.62,97.38,94.98,12.26,0.47,18.82,30.37,64.58,2.13,63.2,35.42,87.42,62.81279509,69.45664962,6.917053364,26.12674014,17.42314385,11.27175174,3.116272764,19.78651224,74.30706945,11.69642857,,,,2.629702457,,,0.499146481,1098350.194,1098587.824,576439.2872
1998,II,V,0.27,93.37,98.72,99.72,98.72,98.76,66.73,64.7,40.45,96.03,75.94,46.25,107.69,115.99,12.88,0.43,21.31,26.85,59.04,1.1,58.39,40.96,92.79,77.05171083,68.53773233,5.198163193,18.61250442,23.57894737,11.91239845,2.978119083,23.24710971,64.5990051,5.575048733,,,,,,,,1370553.567,1371025.598,729817.0044
2000,II,V,1.26,91.33,99.34,99.65,99.34,99.42,63.43,69.88,60.85,90.64,77.58,79.24,97.05,106.33,13.6,0.32,12.23,32.47,60.39,0.42,60.14,39.61,92.7,85.13956074,76.04131506,5.908218413,27.15874593,19.13228147,5.286085737,3.076217597,14.8745132,59.28687097,5.340078696,50.46932025,42.44915621,65.63274458,2.311081389,75.36669217,71.1991649,1.482042406,1628420.748,1628482.187,1033019.993
2003,II,V,1.99,91.06,97.2,99.45,97.2,98.84,61.86,51.21,41.03,99.08,84.17,41.69,115.14,107.87,12.9,0.13,23.3,28.61,67.71,1.82,66.48,32.29,90.35,80.10610694,76.48428405,4.876104344,20.05854985,21.56542422,8.266244968,3.196290572,26.90171861,49.36405759,18.57751851,64.50990223,47.59562449,72.12049404,4.713006846,80.6255452,68.28488099,1.770070372,1284062.838,1285770.013,600655.9126
2006,II,V,0.34,89.59,98.42,99.88,98.42,98.62,58.57,49.93,44.93,94.29,89.67,52.82,98.6,123.25,13,0.12,22.23,29.89,71.48,1.97,70.07,28.52,83.31,78.45623354,78.14928024,5.334003014,19.68357609,26.74284279,12.39578101,3.175185392,49.21122918,44.84651499,8.14918742,76.48629223,65.30369118,73.79762888,5.353265569,71.42767421,95.83803508,5.338854409,1627414.071,1628270.043,595102.0586
2009,II,V,1.17,89.33,98.91,99.8,98.91,99.14,62.22,55.84,48.53,88.16,65.41,67.46,103.4,99.05,12.69,0.77,33,24.33,63.4,3.32,61.3,36.6,92.92,77.86395787,76.45943098,4.074125809,16.23131722,22.94896866,16.12538995,3.403645008,43.82764476,57.74967575,8.822851877,81.47628577,76.99282019,82.45861429,6.37146347,70.18825629,97.2306009,7.192722867,1800338.596,1805117.899,774307.4565
1990,III,I,45.41,22.95,48.81,93.88,64.21,55.24,53.46,50.2,15.67,83.8,49.78,25.24,94.78,67.57,6.99,8.35,85.02,34.07,39.1,15.38,33.08,60.9,79.47,,85.29235382,16.30520904,52.63953124,18.43341748,5.905548083,5.127645503,90.92848436,42.1769838,1.736111111,,,,,,,,43871.8339,46422.67895,32788.9786
1992,III,I,39.44,22.6,74.35,97.72,74.53,78.63,63.51,55.38,17.1,82.64,43.05,27.89,102.68,74.34,7.89,4.95,85.67,33.62,39.29,12.14,34.52,60.71,80.62,62.4269898,80.68524096,14.73656294,47.4115983,20.23514851,5.473833098,4.662819456,83.50890853,65.93484924,5.597833097,,,,,,,,61113.91624,64360.90734,47754.35306
1994,III,I,39.35,35.53,73.86,95.19,74.39,80.51,59.72,50.41,20.64,89.07,39.02,27.23,113.55,56.46,7.98,4.27,73.18,33.79,39.81,8.96,36.24,60.19,63.68,69.28289992,74.85430777,12.8573674,45.46883459,17.52038981,6.63476484,4.766022973,78.5593383,47.78589305,8.697068404,,,,,,,,63289.15906,67029.4821,55829.51349
1996,III,I,47.72,34.19,81.55,96.43,81.55,82.89,72.91,54.08,20.45,95.6,35.81,24.59,115.8,56.44,7.96,5.6,81.1,37.08,40.87,17.67,33.65,59.13,72.84,63.53596203,83.81621305,13.96246365,50.39034276,16.32566746,3.959820248,4.642477297,78.09477302,51.29977369,5.532608696,,,,3.638036925,,,4.825047424,79313.03935,86008.80439,73651.40313
1998,III,I,55.25,39.79,83.75,96.75,83.75,84.95,78.41,44.9,33.29,94.89,66.68,40.31,99.1,92.11,8.07,7.55,73.07,39.06,45.19,26.09,33.4,54.81,59.99,52.68953833,84.58309619,13.39505096,49.12258453,15.98053358,5.312049205,5.037773519,82.49563278,57.14966428,6.399028874,,,,,,,,93215.97508,101933.6385,84289.70079
2000,III,I,36.74,39.59,87.95,99.44,87.95,89.55,75.72,44.26,28.52,91.15,55.15,37.42,106,79.15,8.71,4.47,83.53,40.09,51.61,25.7,38.35,48.39,63.89,60.87239113,81.31049888,10.72243715,47.26840086,14.83885588,4.579374201,4.862416372,84.73448147,54.44525748,15.80873942,9.01764276,0.109255053,3.693108306,0.274575199,27.8280171,58.3338257,2.757252523,96873.0669,104690.2722,83106.515
2003,III,I,39,23.76,90.35,95.95,90.35,92,78.69,46.48,27.99,92.16,60.68,38.82,100.59,76.03,8.27,6.31,82.36,39.44,48.58,28.57,34.7,51.42,67.93,57.37781955,80.91511518,9.538563499,47.99602353,15.09237014,7.883356806,4.527756939,88.52200372,51.56549521,5.33997864,22.23865264,1.266411224,4.285231307,2.335606018,38.82290884,68.33827404,4.585282019,92579.44059,105082.0329,90761.23486
2006,III,I,26.8,42.73,92.57,99.52,92.57,93.93,70.37,45.79,37.99,93.8,66.71,46.85,105.87,91.98,9.09,4.06,72.6,39.93,48.37,15.17,41.03,51.63,66.14,59.06906314,83.79919088,11.4614606,43.93645674,17.15359146,8.689162993,4.358857399,91.11796417,49.63183953,6.137004478,41.42681361,6.054756468,18.3761388,4.018456178,38.94924554,84.83482426,6.584429954,161036.6846,178468.4379,119529.7191
2009,III,I,23.71,56.38,91.94,98.78,91.94,93.05,62.96,32.63,36.71,89.67,65.39,44.67,107.18,86.74,9.47,3.86,63.52,36.61,40.15,30.85,27.76,59.85,72.34,44.20324657,79.28856692,14.43566826,42.88263008,18.97214716,9.478278944,4.179238454,87.1028132,52.96323754,7.217113155,57.49242096,17.32948796,40.84530797,8.81569183,37.22812855,82.77835304,8.545840923,124927.6128,156761.5954,152065.4279
1990,III,II,38.1,30.61,57.38,96.93,72.24,66.75,57.89,51.44,12.48,92.99,56.83,17.57,103.58,101.69,7.97,6.43,80.16,27.96,43.74,8.44,40.05,56.26,87.88,,77.35100532,11.76667854,37.97656725,24.75529752,9.404539834,4.518942982,87.03399555,40.55315591,6.224899598,,,,,,,,76944.3674,78348.11517,44169.58205
1992,III,II,27.15,33.06,74.96,97.87,75.72,80.2,60.83,56.58,18.12,87.96,56.64,29.56,106.85,86.71,8.4,4.56,72.21,28.74,47.25,5.38,44.71,52.75,84.14,66.92392503,82.95869216,9.585127202,34.5518591,23.02152642,9.639921722,4.182696243,72.64959114,61.98973641,3.344903755,,,,,,,,108521.0047,110770.8206,65864.79664
1994,III,II,26.21,43.44,85.78,97.42,85.97,89.79,64.17,55.34,12.51,89.72,56.19,26.19,107.64,79.06,8.1,5.07,76.54,29.47,48.44,4.88,46.07,51.56,76.94,73.94528875,77.17658058,10.21509521,38.5398196,20.47066533,9.23791535,4.415283806,70.95617904,42.00693474,4.16335611,,,,,,,,127554.1328,130521.6782,74544.62014
1996,III,II,29.44,49.84,88.5,98.98,88.5,89.73,66.28,62.68,13.93,89.1,52.66,25.25,102.8,101.79,8.34,7.18,70.85,30.02,50.72,5.31,48.03,49.28,73.71,63.86135566,76.58130753,12.7909626,39.05449022,19.31080311,6.557812797,4.388069649,75.42725913,62.6813697,6.409340005,,,,2.467421491,,,4.363383892,160127.209,165181.7739,101500.6541
1998,III,II,35.66,53.06,88.59,96.21,88.59,89.73,75.12,50.76,24.2,92.57,47.75,31.66,107.31,61.62,8.41,5.14,67.51,30.48,50.84,11.58,44.95,49.16,68.99,66.97413637,78.25839823,9.598185709,39.48643854,18.91105949,8.339886973,4.35985966,73.91364184,59.91325301,10.88767596,,,,,,,,175866.2766,182125.0157,111631.6568
2000,III,II,28.91,54.99,92.41,98.19,92.41,93.82,72.26,58.39,25.66,94.24,63.63,38.88,106.35,95.55,9.31,2.08,71.98,39.07,52.13,10.79,46.51,47.87,75.38,67.86993015,88.57142857,8.539417469,43.45228598,16.18181496,6.14440958,4.601811062,84.15348478,51.76958645,4.170975526,13.79729965,0.263142245,5.793589439,0.392483349,26.23734991,53.91293563,3.321241675,203535.3686,210368.3376,128518.6608
2003,III,II,20.31,43.84,93.97,99.49,93.97,94.91,71.66,48.05,33.45,97.15,78.12,37.01,102.5,123.29,8.79,5.42,61.08,32.43,53.84,14.89,45.82,46.16,78.47,66.2401007,77.88446805,8.741982206,33.626457,22.76191461,8.776467343,4.347526237,87.3752878,54.37631149,10.52903671,28.16225925,1.156422242,7.69203935,3.165771297,31.47742048,63.6189889,5.307681574,211334.9349,219229.7228,130709.6621
2006,III,II,17.31,59.36,94.44,99.62,94.44,95.58,69.67,46.08,38.44,88.7,69.4,53.17,102.97,104.53,9.73,3.09,60.19,32.76,55.14,9.47,49.92,44.86,81.46,67.29637365,82.19800747,9.741651339,34.60285854,21.25512563,10.1719512,4.383210059,90.18701613,47.25379288,12.63141856,50.94700299,8.810624232,25.4841163,5.760642758,39.7150908,81.7332057,3.157237856,342093.257,351963.559,170140.5109
2009,III,II,15.04,59.46,94.92,99.88,94.92,97.03,72.54,42.77,28.51,86.27,71.87,52.83,93.42,89.95,9.73,2.35,68.43,34.16,50,12.75,43.63,50,77.04,56.0127575,89.00805914,9.210505709,37.23199323,22.63237851,8.660788398,4.598228432,86.82782615,50.008254,14.87254722,61.5750706,37.4560597,55.93351721,6.85919276,51.36745302,86.98139643,7.232347268,375519.5061,399270.4512,235047.1272
1990,III,III,20.71,42.72,74.15,97.34,81.87,78.44,61.99,49.69,19.31,94.2,67.02,24.26,105.48,100.37,8.7,5.12,58.99,24.17,51.32,7.28,47.58,48.68,81.23,,84.6884058,11.54009134,32.52271764,23.61928528,11.03394698,4.011142587,79.83605116,35.66272369,8.623881518,,,,,,,,109388.4433,110484.2883,56571.74017
1992,III,III,14.79,42.57,83.3,97.77,83.68,89.08,62.73,48.63,21.35,87.24,55.54,37.68,102.1,75.25,8.51,5.34,52.87,24.77,51.3,4.85,48.81,48.7,92.83,64.20573397,75.495783,7.714285714,30.53318335,20.01349831,13.77502812,3.650324382,65.46542195,60.7195973,4.980121364,,,,,,,,153304.1421,154411.7464,83321.1364
1994,III,III,15.98,55.53,91.55,98.65,91.69,92.7,59.42,51.38,27.91,86.29,69.54,37.54,99.12,91.56,9.13,3.35,48.48,27.22,49.17,3.55,47.43,50.83,82.65,81.34369455,72.40310078,10.7673866,33.82683855,22.49164055,10.44772981,4.0242891,61.60699966,50.25123128,4.643377001,,,,,,,,177936.7329,179893.5835,101521.5779
1996,III,III,26.84,56.45,89.22,98.91,89.22,93.58,66.3,49.3,6.41,93.63,56.14,10.86,110.92,70.72,9.38,2.67,69.64,25.76,52.87,4.99,50.23,47.13,81.26,64.72928046,72.48686618,11.76558084,34.41703321,22.67057649,9.485561293,3.928953081,58.45243649,57.98471323,5.246710526,,,,2.80970355,,,4.790279486,237472.2318,241010.5315,140668.3395
1998,III,III,19.81,60.35,87.85,97.83,87.85,89.65,66.92,52.4,31.35,91.9,63.28,44.35,101.03,81.57,9.09,3.66,66.42,29.96,53.53,11.48,47.38,46.47,80.14,66.30352018,71.78128232,7.891718738,34.09001028,22.61528118,10.88151546,4.030604925,71.22007775,55.52941176,9.690828787,,,,,,,,268046.7088,272239.1332,156236.3132
2000,III,III,23.09,51.5,93.46,99.58,93.46,94.86,63,54.78,39.96,81.19,58.16,68.67,101.79,78.36,9.14,4.22,69.03,32.46,58.49,7.99,53.82,41.51,79.07,66.30423737,79.46949932,8.395100257,34.87750644,23.19965671,7.694858391,4.191986917,71.3311454,52.34241639,20.06870367,16.92283563,3.08637665,7.345855736,0.286292857,29.35456294,55.69712414,4.210599818,290947.9584,295593.2961,154018.1748
2003,III,III,11.02,55.76,94.29,99.38,94.29,95.18,75.1,45.31,35.03,97.33,78.87,38.28,106.78,104.63,9.09,5.07,63.06,28.13,58.1,5.58,54.86,41.9,77.76,62.69921518,79.80822609,7.21062996,29.94649215,18.27820102,12.45002288,3.771134949,81.48836238,59.34259754,22.77012328,28.30959529,5.784364889,19.05437846,2.275336604,39.38265399,63.01560596,7.658908256,298083.4264,306439.6411,164433.8224
2006,III,III,12.42,71.43,93.24,98.63,93.24,94.33,71.44,47.81,38.55,98.29,70.56,40.86,109.61,99.81,9.88,1.91,66.07,31.69,60.19,4.32,57.58,39.81,84.39,73.59423,85.51297247,7.585398526,33.92312272,19.610032,10.05804867,3.989608076,83.20400544,48.26610695,5.112960761,53.63604115,17.63218114,41.17444641,5.001634521,46.23808248,84.29529646,4.036406806,490835.4824,496588.4843,214205.2611
2009,III,III,12.61,68.98,97.4,99.12,97.4,97.87,76.13,46.66,28.34,96.52,81.26,29.42,104.28,102.93,9.8,3.06,51.11,28.4,58.42,5.01,55.49,41.58,81.94,56.67632218,82.98824846,7.641096979,29.604531,18.1299682,12.47217806,3.63715215,82.75867855,49.71790679,12.82005372,66.19426897,38.11681012,59.93020251,9.981376151,47.07308945,86.29802965,6.003254979,483045.5605,496168.6548,257432.0642
1990,III,IV,12.4,52.46,76.23,96.44,84.04,82.45,53.97,53.49,18.26,96.88,72.79,21.97,106.79,108.1,9.12,4.3,67.71,25.36,59.28,5.14,56.23,40.72,89.39,,70.61451999,8.431920321,30.97777238,22.76448439,8.325033402,3.878733629,66.49061252,43.74832089,6.562866231,,,,,,,,167697.8873,168680.7866,75500.31525
1992,III,IV,7.57,48.6,83.11,98.31,85.18,87.33,58.08,51.2,18.78,86.91,62.08,32.24,107.39,74.28,9.72,2.13,51.9,22.21,57.48,3.75,55.33,42.52,83.48,70.25759768,75.39313619,7.31737232,28.3029976,19.82289163,12.97159398,3.376066253,52.19831993,66.31535654,10.01846722,,,,,,,,221723.4325,222505.9515,118602.4924
1994,III,IV,11.43,62.24,86.39,98.43,87.07,90.77,59.49,48.72,15.11,86.72,77.31,30.24,96.83,101.63,9.6,2.33,41.23,22.84,59.94,2.85,58.23,40.06,87.81,77.48483914,68.93331388,8.27351204,28.15538392,22.42162653,10.46342572,3.699781476,52.74265381,47.66143205,0.253281142,,,,,,,,254735.8233,256043.433,126334.0643
1996,III,IV,6.93,61.17,92.28,99.06,92.28,94.13,54.16,63.97,29.26,95.66,70.68,33.78,105.86,112.69,10.11,1.8,35.53,25.91,55.34,2.83,53.78,44.66,87.79,77.69742214,74.89475481,9.886479948,30.0060482,17.89569182,11.08216246,3.558314709,43.78745505,63.02001136,13.62438841,,,,1.49376304,,,4.390287211,362006.327,363520.005,208538.2772
