fecha,sistema,afp,alameda,aporta,aporta_fomenta,armoniza,banguarday,bannuestra,bansander,capital,concorday,cuprum,el_libertador,fomenta,futuro,genera,habitat,invierta,laboral,magister,modelo,norprevision,planvital,planvital,planvital_,previpan,proteccion,provida,qualitas,qualitas,san_cristobal,santa_maria,summa,summa_bansander,union,valora
37408,6480819,01,,,,,,,,,,434465,,,,,1503582,,,110917,,,,313436,,,,2655666,,,,959658,,503095,,
37438,6489416,01,,,,,,,,,,434652,,,,,1507792,,,111212,,,,313002,,,,2659798,,,,959665,,503295,,
37469,6496814,01,,,,,,,,,,435677,,,,,1510675,,,111381,,,,312988,,,,2661994,,,,960720,,503379,,
37500,6537027,01,,,,,,,,,,438750,,,,,1517644,,,111470,,,,313507,,,,2691044,,,,961532,,503080,,
37530,6545654,01,,,,,,,,,,439449,,,,,1520037,,,111816,,,,313176,,,,2693843,,,,961617,,505716,,
37561,6663663,01,,,,,,,,,,440499,,,,,1598105,,,113230,,,,312649,,,,2697004,,,,991284,,510892,,
37591,6708491,01,,,,,,,,,,441116,,,,,1632516,,,113817,,,,315863,,,,2700558,,,,992792,,511829,,
37622,6837883,01,,,,,,,,,,441673,,,,,1636592,,,114109,,,,315562,,,,2824685,,,,992618,,512644,,
37653,6834953,01,,,,,,,,,,441234,,,,,1636400,,,114112,,,,315647,,,,2821941,,,,992175,,513444,,
37681,6862647,01,,,,,,,,,,441453,,,,,1637850,,,114186,,,,316064,,,,2847700,,,,991467,,513927,,
37712,6862189,01,,,,,,,,,,442296,,,,,1638000,,,113967,,,,315915,,,,2847379,,,,990377,,514255,,
37742,6876479,01,,,,,,,,,,443723,,,,,1640553,,,107203,,,,315948,,,,2859949,,,,991368,,517735,,
37773,6883566,01,,,,,,,,,,445064,,,,,1642821,,,100253,,,,316103,,,,2864913,,,,993600,,520812,,
37803,6887400,01,,,,,,,,,,446482,,,,,1643250,,,97372,,,,315947,,,,2868383,,,,992954,,523012,,
37834,6885882,01,,,,,,,,,,447713,,,,,1645481,,,95601,,,,315700,,,,2862625,,,,992659,,526103,,
37865,6904906,01,,,,,,,,,,451114,,,,,1650292,,,94296,,,,315859,,,,2870182,,,,993580,,529583,,
37895,6957094,01,,,,,,,,,,452547,,,,,1651124,,,94900,,,,315014,,,,2917614,,,,992511,,533384,,
37926,6966256,01,,,,,,,,,,453838,,,,,1651004,,,95550,,,,315043,,,,2922704,,,,992276,,535841,,
37956,6979351,01,,,,,,,,,,455269,,,,,1651572,,,95761,,,,314662,,,,2931461,,,,992327,,538299,,
37987,6986025,01,,,,,,,,,,456340,,,,,1653039,,,96534,,,,314317,,,,2933772,,,,991826,,540197,,
38018,6996699,01,,,,,,,,,,457562,,,,,1655194,,,96234,,,,314685,,,,2939438,,,,990936,,542650,,
38047,7004146,01,,,,,,,,,,458722,,,,,1658655,,,,,,,,410863,,,2940189,,,,990276,,545441,,
38078,7018940,01,,,,,,,,,,461780,,,,,1661878,,,,,,,,410817,,,2945207,,,,990204,,549054,,
38108,7030973,01,,,,,,,,,,462657,,,,,1673484,,,,,,,,410076,,,2942667,,,,989159,,552930,,
38139,7046146,01,,,,,,,,,,463943,,,,,1674974,,,,,,,,408383,,,2953884,,,,988043,,556919,,
38169,6991967,01,,,,,,,,,,461170,,,,,1661386,,,,,,,,407952,,,2924817,,,,978012,,558630,,
38200,7016009,01,,,,,,,,,,463574,,,,,1672389,,,,,,,,406606,,,2945365,,,,966027,,562048,,
38231,7038691,01,,,,,,,,,,463281,,,,,1675735,,,,,,,,406387,,,2954458,,,,974240,,564590,,
38261,7035512,01,,,,,,,,,,464142,,,,,1679385,,,,,,,,406165,,,2941558,,,,974429,,569833,,
38292,7058895,01,,,,,,,,,,464961,,,,,1702668,,,,,,,,406957,,,2933912,,,,973860,,576537,,
38322,7080646,01,,,,,,,,,,465470,,,,,1716659,,,,,,,,408031,,,2936321,,,,974402,,579763,,
38353,7101951,01,,,,,,,,,,467024,,,,,1720300,,,,,,,,408140,,,2945341,,,,973388,,587758,,
38384,7109964,01,,,,,,,,,,468000,,,,,1713085,,,,,,,,408217,,,2952476,,,,973493,,594693,,
38412,7126696,01,,,,,,,597913,,,469726,,,,,1718015,,,,,,,,408051,,,2958047,,,,974944,,,,
38443,7132983,01,,,,,,,596386,,,470971,,,,,1720942,,,,,,,,407699,,,2962696,,,,974289,,,,
38473,7139213,01,,,,,,,602121,,,472940,,,,,1722598,,,,,,,,406873,,,2971405,,,,963276,,,,
38504,7282776,01,,,,,,,608508,,,476650,,,,,1726023,,,,,,,,404554,,,3097079,,,,969962,,,,
38534,7293239,01,,,,,,,613737,,,478308,,,,,1729455,,,,,,,,404517,,,3098123,,,,969099,,,,
38565,7293884,01,,,,,,,618301,,,480020,,,,,1734474,,,,,,,,404061,,,3090520,,,,966508,,,,
38596,7313832,01,,,,,,,623255,,,481068,,,,,1739051,,,,,,,,402851,,,3099929,,,,967678,,,,
38626,7325873,01,,,,,,,628601,,,486698,,,,,1742612,,,,,,,,402939,,,3098795,,,,966228,,,,
38657,7350591,01,,,,,,,635877,,,488631,,,,,1743544,,,,,,,,402571,,,3113618,,,,966350,,,,
38687,7394506,01,,,,,,,641258,,,489833,,,,,1769809,,,,,,,,402589,,,3126661,,,,964356,,,,
38718,7402626,01,,,,,,,650170,,,490807,,,,,1770423,,,,,,,,402380,,,3126147,,,,962699,,,,
38749,7425357,01,,,,,,,660600,,,491664,,,,,1774987,,,,,,,,403784,,,3130325,,,,963997,,,,
38777,7437749,01,,,,,,,668534,,,492448,,,,,1778948,,,,,,,,404469,,,3130445,,,,962905,,,,
38808,7451866,01,,,,,,,674853,,,493484,,,,,1782613,,,,,,,,404962,,,3134922,,,,961032,,,,
38838,7463960,01,,,,,,,680105,,,495091,,,,,1785990,,,,,,,,404003,,,3138396,,,,960375,,,,
38869,7526696,01,,,,,,,684819,,,499127,,,,,1788778,,,,,,,,402831,,,3189188,,,,961953,,,,
38899,7534294,01,,,,,,,689305,,,500295,,,,,1791261,,,,,,,,402552,,,3189052,,,,961829,,,,
38930,7537532,01,,,,,,,695115,,,502267,,,,,1797322,,,,,,,,401479,,,3181477,,,,959872,,,,
38961,7565585,01,,,,,,,701018,,,507773,,,,,1800487,,,,,,,,404029,,,3191107,,,,961171,,,,
38991,7588176,01,,,,,,,703584,,,512114,,,,,1804594,,,,,,,,403171,,,3200216,,,,964497,,,,
39022,7606844,01,,,,,,,707820,,,515231,,,,,1809635,,,,,,,,402233,,,3215341,,,,956584,,,,
39052,7683451,01,,,,,,,713332,,,517767,,,,,1859265,,,,,,,,401470,,,3232131,,,,959486,,,,
39083,7704774,01,,,,,,,720917,,,519702,,,,,1865058,,,,,,,,400956,,,3236496,,,,961645,,,,
39114,7727883,01,,,,,,,732807,,,520377,,,,,1869019,,,,,,,,400784,,,3243317,,,,961579,,,,
39142,7751077,01,,,,,,,743112,,,521383,,,,,1875843,,,,,,,,400108,,,3246434,,,,964197,,,,
39173,7804816,01,,,,,,,753791,,,527787,,,,,1884752,,,,,,,,399604,,,3274396,,,,964486,,,,
39203,7829662,01,,,,,,,760917,,,530621,,,,,1894261,,,,,,,,399851,,,3278195,,,,965817,,,,
39234,7851232,01,,,,,,,766817,,,534277,,,,,1902137,,,,,,,,399865,,,3281587,,,,966549,,,,
39264,7866091,01,,,,,,,772096,,,536369,,,,,1907582,,,,,,,,399873,,,3284230,,,,965941,,,,
39295,7884859,01,,,,,,,775893,,,538677,,,,,1913279,,,,,,,,399648,,,3291850,,,,965512,,,,
39326,7908791,01,,,,,,,777062,,,542713,,,,,1919645,,,,,,,,399713,,,3303058,,,,966600,,,,
39356,7939821,01,,,,,,,780272,,,545892,,,,,1927158,,,,,,,,400747,,,3316361,,,,969391,,,,
39387,7958340,01,,,,,,,786348,,,547242,,,,,1935630,,,,,,,,400970,,,3318390,,,,969760,,,,
39417,8043808,01,,,,,,,793265,,,547873,,,,,1947344,,,,,,,,401062,,,3383795,,,,970469,,,,
39448,8069850,01,,,,,,,800978,,,552112,,,,,1956273,,,,,,,,400712,,,3387532,,,,972243,,,,
39479,8110261,01,,,,,,,812721,,,555076,,,,,1960760,,,,,,,,400546,,,3393260,,,,987898,,,,
39508,8149736,01,,,,,,,823110,,,557666,,,,,1973073,,,,,,,,400319,,,3407911,,,,987657,,,,
39539,8185534,01,,,,,,,,1804029,,560423,,,,,1987319,,,,,,,,399807,,,3433956,,,,,,,,
39569,8215672,01,,,,,,,,1808312,,563663,,,,,1998404,,,,,,,,400134,,,3445159,,,,,,,,
39600,8240481,01,,,,,,,,1810949,,566387,,,,,2008478,,,,,,,,401064,,,3453603,,,,,,,,
39630,8261894,01,,,,,,,,1819219,,568686,,,,,2014190,,,,,,,,401418,,,3458381,,,,,,,,
39661,8287198,01,,,,,,,,1832184,,570888,,,,,2020854,,,,,,,,400560,,,3462712,,,,,,,,
39692,8308264,01,,,,,,,,1838334,,572773,,,,,2023362,,,,,,,,399155,,,3474640,,,,,,,,
39722,8337523,01,,,,,,,,1847964,,573699,,,,,2028166,,,,,,,,398903,,,3488791,,,,,,,,
39753,8372022,01,,,,,,,,1858248,,573955,,,,,2036952,,,,,,,,398785,,,3504082,,,,,,,,
39783,8372475,01,,,,,,,,1865465,,575081,,,,,2047924,,,,,,,,397881,,,3486124,,,,,,,,
39814,8390014,01,,,,,,,,1873790,,576895,,,,,2052955,,,,,,,,397195,,,3489179,,,,,,,,
39845,8416241,01,,,,,,,,1887465,,579156,,,,,2060242,,,,,,,,397529,,,3491849,,,,,,,,
39873,8439030,01,,,,,,,,1895758,,580824,,,,,2070576,,,,,,,,397561,,,3494311,,,,,,,,
39904,8469995,01,,,,,,,,1896111,,583081,,,,,2074223,,,,,,,,397557,,,3519023,,,,,,,,
39934,8489935,01,,,,,,,,1899813,,584148,,,,,2093501,,,,,,,,397570,,,3514903,,,,,,,,
39965,8504703,01,,,,,,,,1901709,,584776,,,,,2098406,,,,,,,,397651,,,3522161,,,,,,,,
39995,8506849,01,,,,,,,,1903810,,586014,,,,,2103971,,,,,,,,397426,,,3515628,,,,,,,,
40026,8523282,01,,,,,,,,1904682,,587608,,,,,2112212,,,,,,,,398542,,,3520238,,,,,,,,
40057,8536301,01,,,,,,,,1905750,,588840,,,,,2119016,,,,,,,,397510,,,3525185,,,,,,,,
40087,8542079,01,,,,,,,,1907067,,590640,,,,,2122781,,,,,,,,396465,,,3525126,,,,,,,,
40118,8551599,01,,,,,,,,1908132,,592779,,,,,2128460,,,,,,,,395987,,,3526241,,,,,,,,
40148,8558713,01,,,,,,,,1911447,,593958,,,,,2132388,,,,,,,,395117,,,3525803,,,,,,,,
40179,8579577,01,,,,,,,,1915662,,595749,,,,,2141658,,,,,,,,394577,,,3531931,,,,,,,,
40210,8599423,01,,,,,,,,1924714,,597897,,,,,2153088,,,,,,,,395020,,,3528704,,,,,,,,
40238,8621883,01,,,,,,,,1932115,,599142,,,,,2156649,,,,,,,,397028,,,3536949,,,,,,,,
40269,8651306,01,,,,,,,,1936814,,600574,,,,,2170693,,,,,,,,396179,,,3547046,,,,,,,,
40299,8662384,01,,,,,,,,1937441,,602350,,,,,2180641,,,,,,,,393640,,,3548312,,,,,,,,
40330,8687843,01,,,,,,,,1940879,,603776,,,,,2188533,,,,,,,,393664,,,3560991,,,,,,,,
40360,8702771,01,,,,,,,,1942803,,605601,,,,,2195542,,,,,,,,393603,,,3565222,,,,,,,,
40391,8712169,01,,,,,,,,1946208,,606393,,,,,2200008,,,,67,,,,392911,,,3566582,,,,,,,,
40422,8718025,01,,,,,,,,1944094,,606469,,,,,2198192,,,,9494,,,,392429,,,3567347,,,,,,,,
40452,8724174,01,,,,,,,,1942436,,607633,,,,,2198395,,,,24387,,,,391940,,,3559383,,,,,,,,
40483,8726019,01,,,,,,,,1940500,,607093,,,,,2196189,,,,36771,,,,391634,,,3553832,,,,,,,,
40513,8751068,01,,,,,,,,1939670,,607048,,,,,2195330,,,,59356,,,,391295,,,3558369,,,,,,,,
40544,8768893,01,,,,,,,,1938911,,608491,,,,,2193712,,,,81948,,,,392139,,,3553692,,,,,,,,
40575,8788354,01,,,,,,,,1936894,,609249,,,,,2191304,,,,110183,,,,391109,,,3549615,,,,,,,,
40603,8854861,01,,,,,,,,1935124,,609219,,,,,2189447,,,,186919,,,,390440,,,3543712,,,,,,,,
40634,8839657,01,,,,,,,,1932600,,607079,,,,,2180119,,,,190214,,,,390290,,,3539355,,,,,,,,
40664,8880378,01,,,,,,,,1930964,,607849,,,,,2179309,,,,239241,,,,390573,,,3532442,,,,,,,,
40695,8886446,01,,,,,,,,1928037,,608528,,,,,2180096,,,,255194,,,,391422,,,3523169,,,,,,,,
40725,8922562,01,,,,,,,,1927069,,609372,,,,,2177734,,,,300070,,,,392087,,,3516230,,,,,,,,
40756,8912331,01,,,,,,,,1925736,,610372,,,,,2175626,,,,299760,,,,392523,,,3508314,,,,,,,,
40787,8925822,01,,,,,,,,1924764,,611063,,,,,2172402,,,,325721,,,,392739,,,3499133,,,,,,,,
40817,8936214,01,,,,,,,,1920586,,612458,,,,,2169113,,,,350084,,,,393289,,,3490684,,,,,,,,
40848,8944236,01,,,,,,,,1916747,,612721,,,,,2170311,,,,368724,,,,392284,,,3483449,,,,,,,,
40878,8957495,01,,,,,,,,1914930,,614733,,,,,2167343,,,,391732,,,,392518,,,3476239,,,,,,,,
